,ID,Class,Title,Year,Semester,course evaluation,attendance rate,learning load,course difficulty,teaching ability,achievement level,recommendation rate
68792,RUSS325,00,근대러시아소설,2018,1학기,4.3,0.25,3.8,3.7,2.2,4.0,
68795,RUSS256,00,러시아일상문화,2018,1학기,3.9,0.5,2.2,2.4,3.1,2.3,
68796,RUSS218,00,러시아문학과영상예술I,2018,1학기,4.2,0.75,2.7,2.5,4.0,3.4,
68797,RUSS213,00,러시아어의구조,2018,1학기,2.8,0.5,4.3,4.2,2.8,2.7,
68798,RUSS207,02,중급러시아어회화I(외국어강의),2018,1학기,4.7,1.0,3.1,2.8,4.9,4.2,
68799,RUSS207,01,중급러시아어회화I(외국어강의),2018,1학기,4.4,1.0,2.8,2.8,4.6,3.2,
68800,RUSS205,00,러시아문학기행,2018,1학기,4.0,1.0,3.9,3.4,4.9,3.9,
68801,RUSS201,02,중급러시아어I(외국어강의),2018,1학기,3.3,0.75,2.8,2.9,3.6,2.8,
68803,KORE426,00,한국어정책론,2018,1학기,4.6,0.5,1.9,2.3,3.4,4.3,
68804,KORE425,00,한국어형태론,2018,1학기,4.4,0.75,3.5,3.8,4.3,4.3,
68805,KORE418,00,"한국어사강독 *수업시간: 금 2~4교시(교양관 409호), *Tutorial: 금 34교시(3/24~5/12)",2018,1학기,3.7,0.75,3.8,4.2,4.4,4.1,
68806,KORE413,00,한문산문강독 (2학년 이상부터 수강 가능),2018,1학기,4.3,0.5,3.3,3.2,3.5,4.0,
68807,KORE411,00,향가와고려가요,2018,1학기,3.9,0.75,3.3,3.1,3.6,3.8,
68808,KORE407,00,현대작가론 (2학년 이상부터 수강 가능),2018,1학기,3.9,0.5,4.1,4.0,2.9,4.0,
68809,KORE317,00,외국어로서의한국어교육,2018,1학기,4.3,1.0,3.3,2.9,4.7,3.3,
68810,KORE305,00,소설창작연습,2018,1학기,4.2,0.25,2.4,3.2,2.2,4.2,
68811,KORE236,00,한국어의미의이해,2018,1학기,4.7,0.5,2.5,2.3,2.8,3.8,
68812,KORE231,00,한국어음운의이해 (2학년 이상부터 수강 가능),2018,1학기,4.3,1.0,3.7,3.8,4.7,4.2,
68814,KORE227,00,국어교과교육론,2018,1학기,3.8,0.75,3.4,3.0,4.2,3.9,
68815,KORE223,00,현대소설론 (수업시간: 10:30~13:15),2018,1학기,3.5,1.0,3.6,4.1,4.8,3.8,
68816,KORE219,00,고전소설론,2018,1학기,4.3,0.25,2.2,2.5,2.2,3.2,
68817,KORE217,00,구비문학론,2018,1학기,4.1,1.0,2.9,2.8,4.8,3.2,
68818,KORE215,00,고전문학사,2018,1학기,3.6,0.75,3.1,2.9,4.0,3.6,
68819,KORE211,00,현대희곡론,2018,1학기,3.8,0.5,3.4,3.0,3.4,3.4,
68820,KORE210,00,현대비평론,2018,1학기,3.4,1.0,3.8,4.1,4.7,3.3,
68821,KORE209,00,현대시론,2018,1학기,3.3,0.5,3.0,3.8,2.8,3.4,
68822,KORE201,04,한국문학의이해 (GKS 융합전공자만 수강) * Only for GKS Interdisciplinary Major,2018,1학기,4.4,1.0,3.1,2.8,4.9,3.8,
68823,KORE201,03,한국문학의이해 (국어국문학과 1전공 및 이중전공 외국인만 수강) * Only for Foreigners,2018,1학기,4.2,0.75,3.8,3.6,4.0,3.8,
68824,KORE201,02,한국문학의이해 (국문과 1학년 이외 내국인 수강/다전공 이수자 포함) * N/A Foreigners,2018,1학기,3.8,0.75,2.9,2.9,3.6,3.7,
68825,KORE201,01,한국문학의이해 (국어국문학과 1학년만 수강) * N/A Foreigners,2018,1학기,4.1,0.75,3.3,2.9,3.6,3.6,
68826,KORE003,00,무제강좌(영강),2018,1학기,3.9,1.0,2.8,2.5,4.5,3.9,
68830,GLEA201,00,동아시아학의이해,2018,1학기,2.6,0.5,2.9,2.9,3.0,2.9,
68831,EMLA216,00,라틴아메리카인적자원관리,2018,1학기,4.2,0.5,3.0,2.7,3.0,3.8,
68833,EMLA214,00,기초스페인어,2018,1학기,3.9,1.0,4.4,3.6,5.0,4.1,
68834,EMLA213,00,라틴아메리카지역입문,2018,1학기,4.3,1.0,2.7,2.8,4.6,3.6,
68835,EMLA211,00,라틴아메리카의정치경제,2018,1학기,3.4,1.0,3.3,3.2,4.6,3.4,
68836,ARDE461,00,FORM & SPACE,2018,1학기,4.5,1.0,3.1,3.2,4.5,3.7,
68837,ARDE442,02,개념제시연구,2018,1학기,3.9,1.0,4.1,3.9,4.7,4.0,
68838,ARDE442,01,개념제시연구,2018,1학기,3.6,1.0,3.6,3.3,4.9,3.3,
68840,ARDE435,02,한국화스튜디오l,2018,1학기,3.6,0.75,3.6,3.4,4.0,3.4,
68841,ARDE435,01,한국화스튜디오l,2018,1학기,3.9,0.75,3.4,3.1,4.0,3.0,
68842,ARDE425,00,디자인브랜딩,2018,1학기,3.8,1.0,3.8,4.0,4.5,3.5,
68843,ARDE417,00,제품개발(종합설계)(영강),2018,1학기,3.9,0.25,4.1,3.8,1.9,3.9,
68844,ARDE415,00,제품시스템디자인(종합설계)(영강),2018,1학기,3.5,0.5,4.1,3.7,3.5,3.5,
68848,ARDE365,00,설치미술,2018,1학기,3.1,0.5,2.8,3.1,3.4,2.8,
68849,ARDE363,00,수묵의현대적모색,2018,1학기,4.6,1.0,3.4,3.6,4.8,4.6,
68850,ARDE327,00,공공디자인,2018,1학기,2.8,1.0,2.8,3.4,4.8,2.3,
68851,ARDE324,00,인터랙션디자인,2018,1학기,3.1,0.5,4.0,4.0,3.0,4.1,
68852,ARDE322,00,디자인방법론(영강),2018,1학기,3.4,0.5,4.8,4.1,2.9,4.2,
68853,ARDE313,00,디자인인간요소(영강),2018,1학기,3.7,0.75,3.8,3.5,4.5,3.5,
68854,ARDE311,02,제품디자인스튜디오lll,2018,1학기,3.5,0.75,3.7,3.0,4.3,2.8,
68855,ARDE311,01,제품디자인스튜디오lll,2018,1학기,4.0,1.0,3.1,3.3,4.6,3.8,
68856,ARDE270,02,기초디자인-2D,2018,1학기,3.4,1.0,4.0,3.2,4.8,3.5,
68857,ARDE270,01,기초디자인-2D,2018,1학기,3.4,1.0,3.8,3.4,4.8,3.4,
68858,ARDE263,00,테라코타와조형,2018,1학기,3.8,1.0,2.8,2.5,4.5,3.7,
68859,ARDE261,00,현대벽화연구(영강),2018,1학기,4.3,0.25,2.0,2.6,2.4,3.6,
68860,ARDE259,00,평면재료기법,2018,1학기,3.9,1.0,3.7,3.6,5.0,3.6,
68863,ARDE257,01,드로잉실기,2018,1학기,3.8,0.5,3.0,2.2,3.4,3.6,
68864,ARDE235,02,종이&섬유,2018,1학기,3.3,0.75,3.8,3.6,4.0,4.1,
68865,ARDE235,01,종이&섬유,2018,1학기,3.7,0.75,3.3,3.3,4.3,3.6,
68866,ARDE229,00,기초정보디자인(영강),2018,1학기,3.8,0.75,4.7,4.5,3.6,4.9,
68867,ARDE228,00,재료와프로세스(영강),2018,1학기,3.5,1.0,3.8,3.5,4.9,3.8,
68868,ARDE225,00,디자인과발상,2018,1학기,3.9,1.0,2.4,2.3,4.6,2.8,
68870,ARDE223,01,제품디자인스튜디오ㅣ (디자인조형학부 전공자에 한함/'재료와프로세스' 연계 강의 (기초디자인3D 선수강)),2018,1학기,4.1,1.0,4.0,3.5,4.7,4.4,
68871,ARDE218,00,4D컴퓨터그래픽,2018,1학기,1.7,0.75,2.4,4.0,4.4,1.4,
68872,ARDE212,03,디자인표현기법 (패션디자인및머천다이징 이수자에 한함),2018,1학기,4.3,0.75,3.7,3.4,4.3,4.3,
68873,ARDE212,02,디자인표현기법,2018,1학기,3.6,0.75,4.6,3.9,4.3,4.1,
68875,ARDE200,03,2D기초조형,2018,1학기,4.7,0.75,3.4,3.1,4.4,4.1,
68877,ARDE200,01,2D기초조형,2018,1학기,4.0,0.75,3.6,2.9,4.5,3.6,
68878,GLKS207,00,한국경영의이해,2018,1학기,4.3,0.5,3.3,3.3,3.4,3.9,
68879,GLKS201,00,서울의이해,2018,1학기,3.9,1.0,2.9,2.8,4.8,3.3,
68880,DISS477,00,개발협력의주요이슈(영강),2018,1학기,3.8,1.0,1.8,2.1,4.9,2.6,
68881,DISS476,00,지속가능발전의주요이슈(영강),2018,1학기,4.6,1.0,2.4,2.8,4.9,3.5,
68882,DISS475,00,국제분쟁해결(영강),2018,1학기,2.9,1.0,2.9,3.2,5.0,3.1,
68883,DISS473,00,국제개발특강I(영강),2018,1학기,3.9,0.25,2.6,3.1,2.4,3.5,
68885,DISS433,00,동아시아학특강I(영강),2018,1학기,2.8,1.0,4.3,3.9,4.7,3.5,
68886,DISS428,00,에너지와국제관계(영강),2018,1학기,3.6,0.75,3.7,3.6,3.9,4.2,
68887,DISS421,00,북미국제관계(영강),2018,1학기,4.0,1.0,4.5,4.3,4.8,4.3,
68888,DISS338,00,세계화와인권(영강),2018,1학기,2.8,0.5,2.9,2.6,3.2,2.4,
68889,DISS329,00,남북한관계론(영강),2018,1학기,2.2,0.5,2.3,2.3,3.4,1.8,
68890,DISS325,00,국제관계특강I(영강),2018,1학기,3.0,0.75,2.5,2.9,4.3,2.8,
68891,DISS312,00,세계화와경제개발(영강),2018,1학기,3.9,0.0,2.9,3.0,1.2,4.1,
68892,DISS311,00,국제금융:이론및실제(영강),2018,1학기,3.2,1.0,3.7,3.9,4.7,3.2,
68896,DISS252,00,국제경제법(영강),2018,1학기,4.6,1.0,3.9,3.9,4.9,4.7,
68897,DISS244,00,유럽지역입문(영강),2018,1학기,4.0,1.0,3.5,2.8,4.8,3.3,
68898,DISS241,00,현대한국(영강),2018,1학기,3.8,1.0,2.9,2.9,4.9,3.3,
68899,DISS230,00,국제경영의이해(영강),2018,1학기,4.0,0.25,3.6,3.3,1.9,3.9,
68900,DISS223,00,국제기구론(영강),2018,1학기,3.0,1.0,2.7,2.7,4.6,2.3,
68901,DISS215,00,금융시장및금융기관(영강),2018,1학기,4.5,0.5,3.5,3.5,3.0,4.5,
68902,DISS140,00,세계화의이해(영강),2018,1학기,3.3,0.25,2.2,2.4,2.3,2.2,
68903,DISS122,00,국제관계원론(영강),2018,1학기,3.4,0.75,4.5,3.6,3.5,3.5,
68904,DISS114,00,국제통상원론(영강),2018,1학기,4.0,0.5,2.9,2.9,2.8,3.6,
68909,CHBE471,02,화공생명공학실험Ⅱ,2018,1학기,3.6,1.0,2.8,3.2,5.0,3.2,
68911,CHBE421,00,학부세미나Ⅰ,2018,1학기,3.6,1.0,1.0,1.3,4.9,2.0,
68912,CHBE419,00,고분자물성,2018,1학기,3.8,0.75,3.1,2.5,4.4,3.2,
68913,CHBE417,00,공정및제품설계,2018,1학기,2.1,0.75,2.7,3.2,3.9,2.1,
68915,CHBE413,00,의생명화학공학,2018,1학기,3.3,0.75,3.4,2.9,4.2,2.8,
68918,CHBE347,00,고분자화학(영강),2018,1학기,4.1,0.0,2.3,2.8,1.3,3.1,
68919,CHBE345,00,화공생명공학연구방법및동향,2018,1학기,4.5,1.0,1.8,1.8,4.7,3.3,
68920,CHBE343,00,응용생화학,2018,1학기,3.2,0.25,4.2,4.0,1.8,3.1,
68922,CHBE339,00,미생물생명공학,2018,1학기,3.8,1.0,4.5,3.8,4.6,4.1,
68923,CHBE329,00,수치해석,2018,1학기,4.4,0.0,3.3,3.2,1.3,3.6,
68924,CHBE327,00,반응공학,2018,1학기,3.4,1.0,3.8,3.4,4.5,3.7,
68925,CHBE320,00,공정제어,2018,1학기,4.0,1.0,4.3,4.3,4.8,4.2,
68926,CHBE317,00,지식경영Ⅰ,2018,1학기,3.6,1.0,1.5,1.8,4.8,2.9,
68927,CHBE310,00,분리공정(영강),2018,1학기,4.0,1.0,3.1,2.9,4.9,3.5,
68928,CHBE308,00,반도체화학공정,2018,1학기,4.0,0.25,4.0,3.8,2.1,4.2,
68929,CHBE301,02,열및물질전달,2018,1학기,4.1,0.25,4.1,4.4,2.0,4.5,
68930,CHBE301,01,열및물질전달(영강),2018,1학기,4.0,1.0,3.5,3.7,4.6,3.8,
68931,CHBE223,02,유기화학Ⅰ(영강),2018,1학기,4.3,0.25,3.7,3.1,2.1,4.3,
68932,CHBE223,01,유기화학Ⅰ,2018,1학기,3.5,0.75,4.0,3.4,4.0,3.7,
68933,CHBE210,00,유체역학(영강),2018,1학기,4.6,1.0,3.6,3.9,4.7,4.1,
68934,CHBE209,02,공업수학I(영강),2018,1학기,2.9,0.25,2.5,2.4,1.8,2.0,
68935,CHBE209,01,공업수학I,2018,1학기,3.9,1.0,3.5,3.5,4.7,3.8,
68936,CHBE207,02,물리화학(영강),2018,1학기,4.0,0.25,3.6,3.5,1.6,4.0,
68937,CHBE207,01,물리화학,2018,1학기,3.3,0.75,4.2,4.1,4.2,3.8,
68946,ARCH441,00,건축설계실무,2018,1학기,4.0,0.0,3.4,3.4,1.2,3.6,
68947,ARCH439,00,빌딩시스템(영강),2018,1학기,3.9,1.0,4.7,4.4,5.0,4.1,
68949,ARCH433,00,도시개발,2018,1학기,4.8,0.75,3.2,2.8,4.2,4.5,
68954,ARCH413,02,구조디자인(영강),2018,1학기,4.0,0.75,4.8,4.6,4.2,4.0,
68955,ARCH413,01,구조디자인(영강),2018,1학기,4.2,1.0,4.2,4.3,5.0,4.5,
68956,ARCH403,00,현대건축사,2018,1학기,3.9,0.5,4.1,4.0,2.8,4.3,
68957,ARCH401,02,건축과행태,2018,1학기,2.7,1.0,3.7,2.9,5.0,2.7,
68958,ARCH401,01,건축과행태,2018,1학기,3.3,1.0,3.6,3.4,5.0,3.1,
68959,ARCH337,00,동양건축사,2018,1학기,3.5,0.75,3.5,3.4,4.0,3.6,
68965,ARCH329,02,건축환경계획I,2018,1학기,1.8,1.0,4.2,3.6,4.8,2.8,
68967,ARCH327,00,건축시공학,2018,1학기,4.7,1.0,2.4,2.2,4.8,3.5,
68968,ARCH325,00,도시계획및설계,2018,1학기,3.9,0.75,3.3,3.0,4.4,3.6,
68969,ARCH311,00,건축구조계획,2018,1학기,3.9,0.25,3.1,2.9,1.9,2.6,
68971,ARCH231,01,디지털스튜디오Ⅰ (2018학번부터 전공필수),2018,1학기,2.9,0.75,2.9,2.8,4.4,3.8,
68976,ARCH219,00,서양건축사,2018,1학기,3.2,0.5,3.8,3.7,3.3,3.1,
68977,ARCH211,00,구조의이해,2018,1학기,4.3,1.0,1.9,1.9,4.9,3.1,
68983,ARCH205,00,건축과도시의이해,2018,1학기,3.0,1.0,3.8,3.3,4.7,3.1,
68984,ACEE491,00,태양광시스템설계(영강),2018,1학기,3.9,0.75,3.2,3.7,3.8,3.6,
68985,ACEE485,00,사업비관리,2018,1학기,4.3,1.0,2.5,2.8,5.0,4.4,
68986,ACEE477,00,건축구조설계론,2018,1학기,4.7,0.75,1.6,1.6,4.4,3.7,
68991,ACEE443,00,공정관리,2018,1학기,3.6,1.0,3.8,3.5,4.6,4.1,
68993,ACEE425,00,포장공학,2018,1학기,4.5,1.0,4.1,3.6,4.5,4.1,
68996,ACEE409,00,도시급배수망전산설계,2018,1학기,4.4,1.0,3.3,2.8,5.0,4.2,
68997,ACEE381,00,건축설계II,2018,1학기,2.6,0.0,1.4,2.6,1.4,2.1,
68998,ACEE369,00,건축시공(영강),2018,1학기,3.9,0.75,3.1,2.9,4.4,3.4,
68999,ACEE343,00,토질역학실험,2018,1학기,4.0,0.75,3.4,2.9,4.4,4.0,
69000,ACEE331,00,수문학(영강),2018,1학기,3.7,0.25,3.4,2.9,2.3,3.5,
69001,ACEE329,00,에너지열역학(영강),2018,1학기,3.2,1.0,4.0,4.3,4.8,3.0,
69002,ACEE325,00,수치해석(영강),2018,1학기,4.0,1.0,3.9,3.9,5.0,3.9,
69003,ACEE323,00,구조역학II,2018,1학기,4.2,0.75,3.4,4.2,4.0,3.6,
69004,ACEE321,02,강구조설계I 담당교수:이정화,2018,1학기,2.0,1.0,3.6,3.8,4.8,2.0,
69005,ACEE321,01,강구조설계I,2018,1학기,3.1,1.0,3.3,3.5,4.8,3.4,
69006,ACEE317,02,철근콘크리트구조설계I,2018,1학기,4.0,0.25,4.4,3.8,2.3,4.2,
69007,ACEE317,01,철근콘크리트구조설계I(영강),2018,1학기,4.0,0.75,4.0,3.6,4.0,3.8,
69008,ACEE313,00,토질공학,2018,1학기,3.9,1.0,4.6,4.5,4.9,4.4,
69009,ACEE283,02,제도및BIM기초설계,2018,1학기,3.6,0.75,2.4,2.7,4.4,3.0,
69010,ACEE283,01,제도및BIM기초설계,2018,1학기,3.7,1.0,2.8,2.8,4.5,3.7,
69011,ACEE269,00,측량학및실습(영강),2018,1학기,3.9,1.0,3.0,3.1,5.0,3.6,
69012,ACEE261,00,초고층공학(영강),2018,1학기,4.0,0.75,3.1,2.8,4.3,3.6,
69013,ACEE252,00,건설재료및실험(영강),2018,1학기,4.2,0.75,2.9,2.7,4.2,3.5,
69014,ACEE249,00,재료역학(영강),2018,1학기,3.4,0.25,3.9,4.3,1.9,4.1,
69016,ACEE228,00,구조역학I(영강),2018,1학기,2.8,0.75,3.2,3.4,4.1,2.7,
69017,ACEE227,02,유체역학및실험(영강),2018,1학기,3.2,0.75,3.6,3.5,4.1,3.3,
69018,ACEE227,01,유체역학및실험(영강),2018,1학기,3.0,1.0,3.7,2.9,4.9,3.2,
69019,ACEE221,03,공업수학I(영강),2018,1학기,3.1,0.5,3.4,3.3,2.7,2.9,
69020,ACEE221,02,공업수학I(영강),2018,1학기,3.5,1.0,3.5,3.6,4.8,3.8,
69021,ACEE221,01,공업수학I(영강),2018,1학기,4.1,0.5,2.9,2.2,2.7,3.6,
69022,ACEE219,00,환경화학(영강),2018,1학기,4.0,0.25,3.1,2.9,1.9,3.7,
69023,ACEE123,00,건축시스템의이해,2018,1학기,3.3,0.75,3.2,2.2,4.3,2.4,
69024,ACEE121,00,건축사회환경공학의미래,2018,1학기,3.8,0.75,1.2,1.4,3.7,2.8,
69025,KECE499,00,디지털영상처리,2018,1학기,3.2,0.25,2.9,2.8,1.6,3.4,
69026,KECE493,00,반도체프로세스,2018,1학기,3.7,0.75,3.2,3.4,3.6,3.8,
69028,KECE471,00,컴퓨터비젼,2018,1학기,3.3,0.25,3.5,3.8,2.4,3.0,
69029,KECE463,00,VLSI설계및실험(영강),2018,1학기,3.6,0.75,4.3,4.2,3.8,4.4,
69030,KECE461,00,아날로그집적회로,2018,1학기,3.4,1.0,4.3,4.1,4.8,3.5,
69031,KECE457,00,전력경제,2018,1학기,4.1,0.75,3.1,2.9,4.3,3.8,
69032,KECE449,00,컴퓨터네트워크,2018,1학기,4.4,0.0,4.4,4.1,1.1,4.7,
69033,KECE437,00,RF공학,2018,1학기,4.0,0.0,3.0,3.3,1.3,4.2,
69035,KECE425,00,이동통신공학,2018,1학기,4.5,0.25,3.4,3.8,1.7,3.8,
69036,KECE423,00,통신네트워크설계,2018,1학기,4.2,0.25,2.8,2.7,1.8,3.5,
69038,KECE415,00,나노전자공학,2018,1학기,2.7,1.0,3.1,3.4,4.7,2.6,
69039,KECE411,02,전기전자재료공학,2018,1학기,4.6,1.0,2.0,1.9,5.0,2.6,
69040,KECE411,01,전기전자재료공학,2018,1학기,3.6,0.75,3.1,2.8,4.3,2.3,
69041,KECE403,03,종합설계Ⅰ,2018,1학기,3.8,0.25,3.3,3.7,1.8,3.4,
69042,KECE403,02,종합설계Ⅰ,2018,1학기,3.9,0.25,3.6,3.8,1.9,3.3,
69043,KECE403,01,종합설계Ⅰ,2018,1학기,3.4,0.25,3.2,3.3,1.9,3.3,
69044,KECE361,02,전력공학Ⅰ,2018,1학기,4.0,1.0,2.7,2.6,4.7,3.5,
69045,KECE361,01,전력공학Ⅰ,2018,1학기,4.1,0.75,3.3,3.0,4.0,3.7,
69046,KECE343,00,컴퓨터구조,2018,1학기,3.9,0.75,3.8,4.2,3.6,3.9,
69047,KECE331,03,반도체공학Ⅰ(영강),2018,1학기,3.2,0.0,4.0,3.7,1.1,3.8,
69048,KECE331,02,반도체공학Ⅰ,2018,1학기,2.7,0.5,3.9,3.3,2.9,2.4,
69049,KECE331,01,반도체공학Ⅰ,2018,1학기,3.7,0.75,3.9,3.6,4.3,3.3,
69050,KECE323,02,전자장,2018,1학기,3.8,0.25,3.3,3.7,1.7,3.9,
69051,KECE323,01,전자장,2018,1학기,2.9,1.0,4.0,4.2,4.9,3.2,
69052,KECE321,03,통신시스템Ⅰ(영강),2018,1학기,3.2,0.0,2.6,4.3,1.2,1.8,
69053,KECE321,02,통신시스템Ⅰ,2018,1학기,4.5,0.25,3.6,3.4,2.0,4.4,
69054,KECE321,01,통신시스템Ⅰ,2018,1학기,3.4,0.5,2.4,3.3,2.9,2.6,
69055,KECE313,03,신호와시스템,2018,1학기,3.9,0.0,3.4,3.4,1.2,3.5,
69056,KECE313,02,신호와시스템(영강),2018,1학기,3.7,1.0,3.2,3.1,4.5,3.5,
69057,KECE313,01,신호와시스템,2018,1학기,3.2,0.5,3.6,3.9,3.2,3.2,
69058,KECE303,08,전자회로설계및실험I(영강),2018,1학기,3.5,0.75,2.5,3.1,3.5,3.2,
69059,KECE303,07,전자회로설계및실험I,2018,1학기,4.2,0.5,3.4,3.0,3.4,3.8,
69060,KECE303,06,전자회로설계및실험I,2018,1학기,2.9,0.75,3.0,3.4,4.1,3.3,
69061,KECE303,05,전자회로설계및실험I,2018,1학기,4.2,0.75,2.8,3.1,4.2,3.3,
69062,KECE303,04,전자회로설계및실험I,2018,1학기,3.9,0.75,2.5,2.6,4.1,3.1,
69063,KECE303,03,전자회로설계및실험I,2018,1학기,3.8,1.0,3.3,3.4,4.6,3.6,
69064,KECE303,02,전자회로설계및실험I,2018,1학기,3.8,1.0,3.2,2.8,4.7,3.5,
69066,KECE301,04,전자회로I(영강),2018,1학기,4.0,0.5,3.8,3.7,2.5,4.2,
69067,KECE301,03,전자회로I(영강),2018,1학기,4.2,0.5,3.6,3.2,3.5,4.6,
69068,KECE301,02,전자회로I(영강),2018,1학기,4.2,0.5,3.7,3.6,3.1,4.1,
69069,KECE301,01,전자회로I(영강),2018,1학기,3.7,0.25,3.7,3.7,2.3,3.8,
69070,KECE231,04,공학수학Ⅰ,2018,1학기,2.4,1.0,3.3,3.9,4.6,2.3,
69071,KECE231,03,공학수학Ⅰ,2018,1학기,3.2,0.75,4.0,3.6,4.0,3.9,
69072,KECE231,02,공학수학Ⅰ(영강),2018,1학기,4.5,0.25,1.9,2.0,1.9,2.9,
69073,KECE231,01,공학수학Ⅰ(영강),2018,1학기,4.4,1.0,3.6,3.4,4.7,4.1,
69074,KECE209,03,확률및랜덤프로세스,2018,1학기,3.5,0.5,2.9,3.0,2.9,3.6,
69075,KECE209,02,확률및랜덤프로세스,2018,1학기,2.3,0.75,3.4,4.4,3.8,2.3,
69076,KECE209,01,확률및랜덤프로세스,2018,1학기,3.5,0.75,3.7,3.4,3.6,3.6,
69077,KECE207,03,디지털시스템(영강),2018,1학기,3.5,0.0,3.9,3.9,1.4,3.5,
69078,KECE207,02,디지털시스템,2018,1학기,3.9,0.0,4.4,4.4,1.4,4.5,
69079,KECE207,01,디지털시스템,2018,1학기,3.4,0.25,2.4,2.7,2.0,2.4,
69080,KECE205,08,전기회로실험(영강),2018,1학기,3.8,0.75,2.9,3.1,3.9,3.2,
69083,KECE205,05,전기회로실험,2018,1학기,4.2,0.75,3.3,2.9,4.2,3.4,
69084,KECE205,04,전기회로실험,2018,1학기,4.1,1.0,2.9,3.2,4.6,3.2,
69085,KECE205,03,전기회로실험,2018,1학기,3.9,0.75,2.3,2.1,3.9,3.4,
69086,KECE205,02,전기회로실험,2018,1학기,3.6,0.75,2.1,2.4,4.2,2.9,
69087,KECE205,01,전기회로실험,2018,1학기,3.9,1.0,2.6,2.9,4.7,2.7,
69088,KECE203,04,전기회로Ⅰ(영강),2018,1학기,3.4,0.5,3.3,3.6,2.9,3.4,
69089,KECE203,03,전기회로Ⅰ,2018,1학기,4.3,0.25,3.0,3.0,1.6,4.2,
69090,KECE203,02,전기회로Ⅰ(영강),2018,1학기,4.4,0.25,3.2,3.0,2.3,3.9,
69091,KECE203,01,전기회로Ⅰ(영강),2018,1학기,3.2,0.75,3.6,3.4,3.7,3.2,
69093,AMSE461,08,졸업종합설계Ⅰ,2018,1학기,4.0,0.0,1.0,1.2,1.0,2.0,
69101,AMSE429,00,전자기학,2018,1학기,3.4,1.0,3.5,3.4,4.9,2.9,
69102,AMSE427,00,자성재료,2018,1학기,3.9,0.75,3.4,3.5,3.9,4.0,
69109,AMSE419,00,융합기술및신소재응용,2018,1학기,3.3,1.0,2.7,2.4,4.7,3.2,
69110,AMSE417,00,유기재료공정,2018,1학기,2.9,0.5,1.9,3.3,3.1,1.9,
69111,AMSE415,00,반도체공정,2018,1학기,3.2,1.0,4.3,3.7,4.9,3.9,
69114,AMSE385,00,신소재종합설계Ⅰ,2018,1학기,3.2,0.25,2.5,2.8,2.2,2.9,
69115,AMSE371,00,신소재공학연구동향,2018,1학기,4.2,1.0,1.4,1.7,5.0,3.8,
69116,AMSE335,00,광소재및소자(영강),2018,1학기,3.6,1.0,3.7,3.5,4.7,4.0,
69117,AMSE333,00,금속재료,2018,1학기,3.3,1.0,4.7,3.6,4.9,4.0,
69119,AMSE315,02,재료열역학,2018,1학기,2.3,0.25,4.2,3.7,1.7,3.8,
69120,AMSE315,01,재료열역학,2018,1학기,3.2,0.25,4.3,4.2,2.3,3.9,
69121,AMSE313,00,고분자재료구조물성,2018,1학기,2.9,0.5,2.8,2.6,2.8,2.9,
69132,AMSE303,02,전자및반도체재료공학,2018,1학기,2.7,1.0,3.7,3.7,4.6,2.6,
69133,AMSE303,01,전자및반도체재료공학,2018,1학기,2.9,0.25,3.5,3.8,1.9,2.7,
69134,AMSE301,00,X-선결정학(영강),2018,1학기,3.3,0.75,3.5,3.4,4.4,3.5,
69135,AMSE217,00,유기재료화학(영강),2018,1학기,4.4,0.0,3.2,3.0,1.4,4.2,
69136,AMSE215,00,에너지환경재료(영강),2018,1학기,3.7,0.5,3.0,2.5,3.4,3.9,
69137,AMSE211,00,세라믹재료개론,2018,1학기,3.3,1.0,3.1,2.8,4.9,3.1,
69138,AMSE209,02,공업수학I(영강),2018,1학기,3.2,1.0,3.3,3.3,4.5,3.6,
69139,AMSE209,01,공업수학I,2018,1학기,3.9,0.25,3.3,3.1,2.4,3.5,
69140,AMSE207,00,생활속의신소재공학(영강),2018,1학기,3.9,1.0,3.8,3.0,4.5,4.2,
69141,AMSE205,02,재료구조물성(영강),2018,1학기,3.4,1.0,3.7,3.4,4.6,4.1,
69142,AMSE205,01,재료구조물성,2018,1학기,4.0,1.0,4.0,3.4,4.9,4.4,
69143,AMSE203,00,재료수치해석(영강),2018,1학기,3.8,0.0,3.9,4.5,1.2,4.0,
69144,AMSE201,03,물리화학I(영강),2018,1학기,4.0,0.75,3.2,3.5,3.7,3.5,
69145,AMSE201,02,물리화학I(영강),2018,1학기,3.6,0.25,2.7,3.2,1.6,2.7,
69146,AMSE201,01,물리화학I,2018,1학기,3.2,0.75,3.9,4.1,4.0,3.3,
69147,IMEN471,00,캡스톤디자인Ⅰ,2018,1학기,4.2,0.5,2.8,2.3,2.7,3.7,
69148,IMEN461,00,시사경영과학,2018,1학기,4.0,0.75,3.2,2.9,3.5,3.6,
69149,IMEN457,00,시스템분석,2018,1학기,4.3,0.75,2.4,1.8,4.3,3.6,
69151,IMEN415,00,다변량분석(영강) (강의실:신공학관 224호),2018,1학기,4.5,0.75,4.1,3.5,3.8,4.7,
69155,IMEN361,00,시스템공학특론-Ⅰ,2018,1학기,3.4,0.75,2.2,2.1,4.2,2.1,
69156,IMEN357,00,최적화이론,2018,1학기,4.0,1.0,3.9,4.2,4.6,4.5,
69157,IMEN335,00,정보시스템설계,2018,1학기,3.8,0.25,3.4,3.5,2.2,3.8,
