,ID,Class,Title,Year,Semester,course evaluation,attendance rate,learning load,course difficulty,teaching ability,achievement level,recommendation rate
239,CHIN104,03,교양중국어Ⅱ(외국어강의),2023,2학기,4.5,1.0,3.9,3.5,4.3,4.3,55.0%
240,CHIN104,02,교양중국어Ⅱ(외국어강의),2023,2학기,4.9,1.0,2.9,2.8,5.0,4.6,62.5%
241,CHIN103,01,교양중국어Ⅰ(외국어강의),2023,2학기,4.5,1.0,3.1,2.8,3.5,3.5,75.0%
242,SMRT102,00,스마트보안수학(영강),2023,2학기,3.7,0.5,3.7,3.6,2.9,3.2,11.1%
245,PHYS162,46,일반물리학실험Ⅱ DL화학과('23학번 214 ~ 226),2023,2학기,4.5,1.0,2.3,2.8,3.8,3.5,16.7%
246,PHYS162,45,일반물리학실험Ⅱ DL화학과('23학번 201 ~ 213),2023,2학기,5.0,1.0,2.8,3.0,4.6,4.6,100.0%
250,PHYS162,41,"일반물리학실험Ⅱ DL수학과('23학번), 지구환경과학과('23학번)",2023,2학기,4.5,0.75,2.7,2.7,4.0,4.2,50.0%
253,PHYS162,38,"일반물리학실험Ⅱ DL수학과('23학번), 지구환경과학과('23학번)",2023,2학기,4.7,1.0,2.8,3.5,4.3,3.7,83.3%
258,PHYS162,33,일반물리학실험Ⅱ DL전기전자공학부('23학번 1060 ~ 1072),2023,2학기,3.8,1.0,4.2,3.8,4.2,4.2,60.0%
264,PHYS162,27,일반물리학실험Ⅱ DL전기전자공학부('23학번 995 ~ 1007),2023,2학기,5.0,1.0,3.7,3.0,4.8,4.7,83.3%
266,PHYS162,25,일반물리학실험Ⅱ DL보건환경융합과학부('23학번 304-끝),2023,2학기,4.6,1.0,4.0,3.8,4.4,4.4,20.0%
276,PHYS162,14,일반물리학실험Ⅱ DL전기전자공학부('23학번 955 ~ 968),2023,2학기,4.3,1.0,2.8,3.2,4.0,4.0,50.0%
278,PHYS162,12,일반물리학실험Ⅱ DL전기전자공학부('23학번 928 ~ 941),2023,2학기,4.2,1.0,3.0,2.2,2.8,2.8,20.0%
280,PHYS162,10,일반물리학실험Ⅱ DL전기전자공학부('23학번 901 ~ 914),2023,2학기,4.8,1.0,2.3,3.5,4.2,3.7,33.3%
284,PHYS162,06,일반물리학실험Ⅱ DL공과대학 전체/화공생명공학과('23학번),2023,2학기,4.8,1.0,2.6,3.8,4.2,4.0,80.0%
287,PHYS162,03,일반물리학실험Ⅱ DL바이오의공학부('23학번 031 ~ 045),2023,2학기,4.2,0.75,3.2,3.4,4.2,4.0,60.0%
289,PHYS162,01,일반물리학실험Ⅱ DL바이오의공학부('23학번 001 ~ 015),2023,2학기,4.2,1.0,3.0,3.2,3.8,2.8,40.0%
290,PHYS152,14,일반물리학및연습Ⅱ(영강)'학과 미지정 23학번외 재수강/미이수자 2반,2023,2학기,4.7,0.5,2.7,2.4,3.3,2.9,53.7%
291,PHYS152,13,"일반물리학및연습Ⅱ(영강)스마트모빌리티학부('23학번), '학과 미지정 23학번외 재수강/미이수자 3반",2023,2학기,4.3,0.75,4.3,3.9,4.0,4.1,56.3%
292,PHYS152,12,일반물리학및연습Ⅱ(영강) DL'보건환경융합과학부('23학번),2023,2학기,4.6,0.5,2.5,2.5,2.9,2.7,50.0%
293,PHYS152,11,일반물리학및연습Ⅱ DL바이오의공학부('23학번),2023,2학기,2.5,1.0,4.4,4.1,2.2,2.8,
294,PHYS152,10,"일반물리학및연습Ⅱ DL융합에너지공학과('23학번), '학과 미지정 23학번외 재수강/미이수자 1반",2023,2학기,4.2,0.5,4.1,3.8,4.4,4.1,31.6%
295,PHYS152,09,일반물리학및연습Ⅱ(영강) DL전기전자공학부('23학번 991 ~ 끝),2023,2학기,3.7,0.75,3.7,3.5,2.8,3.2,29.6%
296,PHYS152,08,일반물리학및연습Ⅱ(영강) DL전기전자공학부('23학번 901 ~ 990),2023,2학기,3.8,1.0,3.5,3.6,3.7,3.3,31.3%
297,PHYS152,07,일반물리학및연습Ⅱ DL기계공학부('23학번 676 ~ 끝),2023,2학기,3.9,1.0,3.5,3.7,3.5,3.1,27.3%
298,PHYS152,06,일반물리학및연습Ⅱ DL기계공학부('23학번 601 ~ 675),2023,2학기,3.9,0.75,4.5,4.3,3.4,4.3,33.3%
299,PHYS152,05,일반물리학및연습Ⅱ(영강) DL신소재공학부('23학번 171 ~ 끝),2023,2학기,3.8,1.0,4.0,3.6,3.9,3.7,61.5%
300,PHYS152,04,일반물리학및연습Ⅱ(영강) DL신소재공학부('23학번 101 ~ 170),2023,2학기,4.0,0.75,2.7,3.1,2.8,2.7,36.4%
301,PHYS152,03,일반물리학및연습Ⅱ DL화공생명공학과('23학번),2023,2학기,2.9,0.5,3.8,4.2,3.1,2.8,5.6%
302,PHYS152,02,"일반물리학및연습Ⅱ DL수학과('23학번), 화학과('23학번), 지구환경과학과('23학번)",2023,2학기,2.2,0.5,4.3,4.2,1.8,2.2,4.9%
303,PHYS152,01,"일반물리학및연습Ⅱ DL물리학과('23학번, '23학번외 재수강/미이수자 포함)",2023,2학기,4.6,1.0,4.1,3.8,4.6,4.3,47.1%
304,MATH162,23,"미적분학및연습II(영강) DL외국국적, 외국에서 12년 이상 공부한 학생",2023,2학기,4.5,1.0,3.5,2.9,4.4,4.1,75.0%
305,MATH162,22,미적분학및연습II DL재수강 및 미이수자 (미적분1 선수강 필요),2023,2학기,3.9,1.0,4.1,3.5,3.8,3.8,35.3%
306,MATH162,21,미적분학및연습II DL재수강 및 미이수자 (미적분1 선수강 필요),2023,2학기,4.5,0.5,3.8,3.8,4.6,4.2,58.3%
307,MATH162,20,미적분학및연습II DL스마트모빌리티학부 23학번,2023,2학기,4.4,0.5,4.3,3.6,4.8,3.8,50.0%
309,MATH162,18,미적분학및연습II DL보건과학대학 바이오의공학부 '23학번 (001 ~ 끝),2023,2학기,4.4,1.0,4.4,4.4,4.9,4.3,61.1%
310,MATH162,17,미적분학및연습II DL공과대학 산업경영공학부 '23학번 (801 ~ 끝),2023,2학기,3.3,0.75,4.5,4.4,3.0,3.1,33.3%
311,MATH162,16,미적분학및연습II DL공과대학 전기전자공학부 '23학번 (1023 ~ 끝),2023,2학기,4.5,1.0,4.6,4.3,5.0,4.7,94.7%
312,MATH162,15,미적분학및연습II DL공과대학 전기전자공학부 '23학번 (971 ~ 1022),2023,2학기,4.2,0.5,4.3,4.2,4.5,3.7,55.0%
313,MATH162,14,미적분학및연습II DL공과대학 전기전자공학부 '23학번 (916 ~ 970),2023,2학기,3.6,1.0,4.0,3.8,3.2,3.4,20.0%
314,MATH162,13,미적분학및연습II DL공과대학 기계공학부 '23학번 (706 ~ 끝) / 공과대학 전기전자공학부 '23학번 (901 ~915),2023,2학기,4.3,1.0,4.6,4.2,3.9,3.9,37.5%
315,MATH162,12,미적분학및연습II DL공과대학 기계공학부 '23학번 (653 ~ 705),2023,2학기,4.3,1.0,3.9,3.8,4.4,3.9,66.7%
316,MATH162,11,미적분학및연습II DL공과대학 기계공학부 '23학번 (601 ~ 652),2023,2학기,4.7,1.0,3.9,4.0,4.5,3.9,60.0%
317,MATH162,10,미적분학및연습II DL공과대학 신소재공학부 '23학번 (191 ~ 끝),2023,2학기,4.4,0.75,4.3,4.1,4.7,4.4,57.9%
318,MATH162,09,미적분학및연습II DL공과대학 신소재공학부 '23학번 (146 ~ 190),2023,2학기,3.7,1.0,4.3,4.1,3.3,3.5,13.3%
319,MATH162,08,미적분학및연습II DL공과대학 신소재공학부 '23학번 (101 ~ 145),2023,2학기,4.0,0.5,4.3,4.0,4.5,3.7,53.8%
320,MATH162,07,"미적분학및연습II DL공과대학 화공생명공학과 '23학번,문과대학,정보대학",2023,2학기,4.7,0.75,4.1,3.8,4.8,4.5,63.6%
321,MATH162,06,"미적분학및연습II DL공과대학 화공생명공학과 '23학번,정경대학,경영학과",2023,2학기,4.3,1.0,4.0,4.1,4.1,4.3,44.4%
322,MATH162,05,미적분학및연습II DL사범대학 수학교육과 23학번,2023,2학기,4.9,1.0,4.4,4.3,4.1,4.4,37.5%
323,MATH162,04,미적분학및연습II DL이과대학 지구환경과학과 및 전제학과,2023,2학기,3.1,1.0,4.7,4.4,3.1,3.6,
324,MATH162,03,미적분학및연습II DL이과대학 화학과 23학번,2023,2학기,3.5,1.0,4.6,4.3,4.5,3.4,40.0%
325,MATH162,02,미적분학및연습II DL이과대학 물리학과 23학번,2023,2학기,3.4,1.0,4.6,4.1,3.6,3.3,14.3%
326,MATH162,01,미적분학및연습II(영강) TDL이과대학 수학과 23학번,2023,2학기,4.4,0.25,3.7,3.4,4.4,4.2,42.3%
327,MATH161,06,"미적분학및연습I(영강) DL외국국적, 외국에서 12년 이상 공부한 학생",2023,2학기,4.4,1.0,2.7,2.3,4.0,4.1,85.7%
328,MATH161,05,미적분학및연습I DL재수강 및 미이수자 (생명과학대학 및 보건환경융합과학부는 수강신청 불가),2023,2학기,4.2,1.0,4.5,3.9,4.3,3.9,46.7%
329,MATH161,04,미적분학및연습I DL보건환경융합과학부 23학번,2023,2학기,4.6,0.75,4.5,4.5,4.8,4.2,52.4%
330,MATH161,03,"미적분학및연습I DL생명과학대학, 보건환경융합과학부",2023,2학기,4.4,1.0,4.3,4.1,4.7,4.1,46.2%
331,MATH161,02,"미적분학및연습I DL생명과학대학, 보건환경융합과학부",2023,2학기,3.9,0.75,4.2,3.7,3.9,4.0,40.0%
332,MATH161,01,"미적분학및연습I DL생명과학대학, 보건환경융합과학부",2023,2학기,4.2,1.0,4.3,3.8,4.5,3.7,40.0%
336,LIET156,15,화학의기초실험Ⅱ DL환경생태공학부 2023년 신입생 대상 2023140501~2023140520,2023,2학기,4.4,1.0,2.6,2.4,3.2,3.8,40.0%
339,LIET156,12,화학의기초실험Ⅱ DL식품공학과 2023년 신입생 대상 2023140401~2023140414 *변동 가능성 있음,2023,2학기,4.6,1.0,2.6,2.6,4.0,3.2,20.0%
347,LIET156,04,화학의기초실험Ⅱ DL생명과학부 2023년 신입생 대상 2023140061~2023140080,2023,2학기,3.6,1.0,2.8,3.2,3.4,3.4,40.0%
348,LIET156,03,화학의기초실험Ⅱ DL생명과학부 2023년 신입생 대상 2023140041~2023140060,2023,2학기,3.6,0.75,3.8,3.6,3.8,3.4,40.0%
349,LIET156,02,화학의기초실험Ⅱ DL생명과학부 2023년 신입생 대상 2023140021~2023140040,2023,2학기,4.1,1.0,3.4,3.2,3.9,3.9,55.6%
351,LIET152,03,화학의기초및연습Ⅱ* 2023학년도 환경생태공학부 신입생 대상,2023,2학기,4.1,1.0,4.0,3.6,3.7,3.8,33.3%
352,LIET152,02,화학의기초및연습Ⅱ* 2023학년도 식품공학과 신입생 대상,2023,2학기,3.4,0.75,3.7,3.3,2.6,2.9,9.1%
353,LIET152,01,"화학의기초및연습Ⅱ* 2023학년도 생명과학부, 생명공학부 신입생 대상 * 비대면 수업",2023,2학기,4.0,1.0,4.1,3.8,3.8,3.6,27.0%
358,LIBS154,21,"일반생물학실험Ⅱ DL""보건과학대학 2023 바이오시스템의과학부""",2023,2학기,3.5,1.0,3.7,3.5,2.5,3.0,
359,LIBS154,19,일반생물학실험Ⅱ DL2023 환경생태공학부(558~끝),2023,2학기,4.4,1.0,3.6,3.0,3.8,4.0,20.0%
360,LIBS154,18,일반생물학실험Ⅱ DL2023 환경생태공학부(539~557),2023,2학기,4.0,1.0,2.8,2.6,3.4,3.0,80.0%
371,LIBS154,07,일반생물학실험Ⅱ DL2023 생명공학부 (201~220),2023,2학기,4.0,1.0,2.8,2.6,3.6,3.4,40.0%
373,LIBS154,05,일반생물학실험Ⅱ DL2023 생명과학부 (77~95),2023,2학기,4.4,1.0,2.6,2.6,3.8,3.6,
376,LIBS154,02,일반생물학실험Ⅱ DL2023 생명과학부 (20~38),2023,2학기,4.3,1.0,2.7,2.7,4.3,3.9,57.1%
378,LIBS152,10,일반생물학및연습II전체학과(재수강및편입생),2023,2학기,3.7,0.75,3.6,3.1,3.7,3.2,23.5%
380,LIBS152,06,일반생물학및연습II2023 환경생태공학부 (501~끝),2023,2학기,3.4,0.5,4.1,3.4,2.8,3.2,3.7%
381,LIBS152,05,일반생물학및연습II2023 식품공학과 (401~끝),2023,2학기,3.5,0.75,4.0,3.2,3.0,3.0,8.3%
382,LIBS152,04,일반생물학및연습II2023 생명공학부 (261~끝),2023,2학기,3.7,1.0,4.7,3.8,3.3,3.2,16.7%
383,LIBS152,03,일반생물학및연습II2023 생명공학부 (201~260),2023,2학기,4.4,0.75,4.5,3.8,3.9,3.8,20.0%
384,LIBS152,02,일반생물학및연습II2023 생명과학부 (57~끝),2023,2학기,4.0,1.0,4.2,3.4,3.6,3.6,15.4%
385,LIBS152,01,일반생물학및연습II2023 생명과학부 (01~56),2023,2학기,3.8,0.75,4.2,3.3,3.5,3.3,15.8%
386,LIBS150,06,생명과학2023 심리학부생 및 인문계열 학생들만 수강 신청가능,2023,2학기,4.0,0.75,3.3,3.2,2.9,3.4,33.3%
387,LIBS150,05,생명과학보과대 바이오의공학부생만 수강 신청가능,2023,2학기,4.0,1.0,3.0,2.5,3.0,3.3,41.2%
388,LIBS150,04,"생명과학공과대학생, 메디컬융합전공생만 수강 신청가능",2023,2학기,4.3,1.0,3.7,2.8,3.1,3.6,58.3%
389,LIBS150,03,"생명과학공과대학생, 메디컬융합전공생만 수강 신청가능",2023,2학기,4.1,1.0,3.1,2.7,3.1,3.0,43.8%
390,LIBS150,02,"생명과학공과대학생, 메디컬융합전공생만 수강 신청가능",2023,2학기,4.2,1.0,3.5,2.5,3.5,3.5,33.3%
391,LIBS150,01,"생명과학공과대학생, 메디컬융합전공생만 수강 신청가능",2023,2학기,4.7,1.0,3.9,3.5,4.8,3.8,60.0%
395,EAES154,01,지구환경과학실험II DL,2023,2학기,4.8,1.0,2.1,2.1,4.8,3.8,37.5%
396,EAES152,02,지구환경과학및연습II,2023,2학기,3.3,1.0,3.9,3.2,3.8,2.7,9.1%
397,EAES152,01,지구환경과학및연습II,2023,2학기,4.6,0.5,3.3,2.7,4.6,3.7,58.3%
400,CHEM160,02,고급일반화학실험화학 ('23학번 213 ~ 224),2023,2학기,5.0,1.0,2.8,2.8,4.6,4.6,60.0%
401,CHEM160,01,고급일반화학실험화학 ('23학번 201 ~ 212),2023,2학기,4.6,1.0,2.4,2.4,4.2,4.2,60.0%
402,CHEM156,01,화학수학화학(‘23학번),2023,2학기,4.1,1.0,3.7,3.7,3.6,3.6,44.0%
407,CHEM154,22,일반화학실험Ⅱ DLCHEM154 미이수자 및 재수강 (이과대 제외),2023,2학기,4.8,1.0,2.8,2.8,3.6,3.4,40.0%
412,CHEM154,15,일반화학실험Ⅱ DL보건환경융합 ('23학번 231 ~ 245),2023,2학기,4.2,1.0,3.7,3.3,3.5,3.8,50.0%
415,CHEM154,12,일반화학실험Ⅱ DL바이오시스템 ('23학번 153 ~ 끝),2023,2학기,4.7,1.0,3.5,3.0,4.5,4.0,33.3%
417,CHEM154,10,일반화학실험Ⅱ DL바이오시스템 ('23학번 119 ~ 135),2023,2학기,4.7,1.0,3.6,3.2,4.5,4.0,70.0%
418,CHEM154,09,일반화학실험Ⅱ DL바이오시스템 ('23학번 101 ~ 118),2023,2학기,4.8,0.75,3.8,3.3,4.8,4.0,50.0%
424,CHEM154,02,일반화학실험Ⅱ DL지구 '23학번,2023,2학기,4.8,1.0,2.5,2.8,4.7,4.6,60.0%
425,CHEM152,11,"일반화학및연습Ⅱ(영강)외국인반, CHEM152 미이수 및 재수강(물리, 화학, 지구, 화공생명 제외), 영강",2023,2학기,3.8,0.5,4.2,3.9,3.8,3.8,15.4%
426,CHEM152,09,"일반화학및연습Ⅱ CHEM152 미이수 및 재수강(물리, 화학, 지구, 화공생명 제외)",2023,2학기,3.8,0.5,4.2,4.0,3.7,3.9,37.5%
427,CHEM152,08,일반화학및연습Ⅱ(영강)보건환경융합(‘23학번) (201-끝) 영강,2023,2학기,3.9,1.0,3.9,3.6,3.4,3.5,26.5%
428,CHEM152,07,일반화학및연습Ⅱ바이오시스템(‘23학번),2023,2학기,4.0,1.0,4.2,3.8,4.4,4.0,45.0%
429,CHEM152,06,"일반화학및연습Ⅱ융합에너지(‘23학번), 스마트모빌리티(’23학번)",2023,2학기,3.4,0.75,3.7,2.9,1.8,3.1,25.0%
430,CHEM152,05,일반화학및연습Ⅱ신소재(‘23학번) (191-끝),2023,2학기,3.5,1.0,3.5,3.6,2.5,2.8,36.8%
431,CHEM152,04,일반화학및연습Ⅱ신소재(‘23학번) (101-190),2023,2학기,3.4,1.0,3.7,3.4,2.3,2.9,24.1%
432,CHEM152,03,일반화학및연습Ⅱ화공생명(‘23학번),2023,2학기,3.6,1.0,3.9,4.0,2.8,2.9,15.0%
433,CHEM152,02,일반화학및연습Ⅱ 화학(‘23학번),2023,2학기,3.9,1.0,4.0,3.8,3.1,3.7,15.4%
434,CHEM152,01,"일반화학및연습Ⅱ수학(‘23학번), 물리(‘23학번), 지구환경(‘23학번), CHEM152 수학, 물리, 지구, 화학, 화공생명 미이수 및 재수강",2023,2학기,3.1,1.0,4.2,4.0,2.4,3.0,13.5%
435,CHEM150,01,일반화학및연습 CHEM150 미이수 및 재수강,2023,2학기,4.2,0.75,3.7,3.3,4.0,3.8,50.0%
436,SPGE247,00,기초아랍어Ⅰ,2023,2학기,4.1,0.75,4.0,4.1,3.9,3.9,28.6%
437,SPGE246,00,클래식음악의대중화,2023,2학기,4.1,0.75,3.3,3.3,3.6,3.7,42.1%
438,SPGE245,00,극음악의이해,2023,2학기,3.2,0.75,4.1,4.0,3.0,3.8,30.3%
439,SPGE244,00,오페라의이해와실현,2023,2학기,4.8,1.0,1.7,2.1,4.4,4.1,64.3%
440,SPGE235,00,직업세계와직업탐색,2023,2학기,3.9,0.75,3.0,2.7,3.2,3.5,40.0%
445,SPGE225,00,합창음악과발성법의이해,2023,2학기,4.7,1.0,1.8,1.9,4.4,4.0,56.3%
446,SPGE224,00,중급음악이론,2023,2학기,4.5,1.0,4.1,3.9,4.5,4.4,62.5%
449,SPGE220,01,스타트업CampusCEO2.0(I),2023,2학기,3.9,1.0,1.7,1.8,2.1,2.3,33.3%
450,SPGE217,00,스타트업소셜이노베이션,2023,2학기,4.1,0.75,2.7,2.6,3.5,3.6,44.4%
451,SPGE215,00,인권의이해,2023,2학기,4.2,1.0,2.3,2.2,3.7,3.0,40.0%
452,SPGE209,00,한국음악의세계,2023,2학기,4.5,1.0,2.5,2.2,3.5,3.0,33.3%
453,SPGE208,00,생애설계와자기이해,2023,2학기,4.3,1.0,1.6,1.5,3.6,2.8,50.0%
454,SPGE176,02,한국의역사와문화(영강),2023,2학기,4.4,0.25,1.4,1.5,3.2,1.9,50.0%
455,SPGE176,01,한국의역사와문화(영강),2023,2학기,4.4,0.25,1.6,1.4,3.0,1.9,36.2%
456,SPGE166,00,기초음악작곡법,2023,2학기,4.7,1.0,4.2,4.0,4.3,4.6,58.3%
457,SPGE129,00,사회봉사의이론과실제,2023,2학기,4.3,1.0,3.3,2.7,3.4,3.2,57.7%
458,SPGE113,00,이슬람문화와역사,2023,2학기,4.0,0.25,3.8,3.2,2.9,3.0,46.2%
459,SPGE112,00,기초음악이론,2023,2학기,4.2,1.0,3.8,3.7,4.0,3.9,39.5%
460,SPGE108,00,판소리의이해,2023,2학기,4.1,0.75,3.4,3.0,4.2,3.5,52.0%
461,SPGE107,00,낭만파음악산책,2023,2학기,4.2,1.0,3.7,3.0,3.6,3.8,23.8%
464,SPFL131,05,심화글쓰기콘텐츠기반글쓰기,2023,2학기,5.0,1.0,1.8,1.5,4.4,4.1,57.1%
465,SPFL131,04,심화글쓰기콘텐츠기반글쓰기,2023,2학기,5.0,1.0,1.5,1.3,4.9,3.9,57.9%
466,SPFL131,03,심화글쓰기자기성찰적글쓰기,2023,2학기,4.8,1.0,2.5,1.7,4.4,4.3,54.5%
467,SPFL131,02,심화글쓰기자기성찰적글쓰기,2023,2학기,4.9,1.0,2.3,1.9,4.7,4.3,80.0%
468,SPFL131,01,심화글쓰기진로역량강화글쓰기,2023,2학기,4.9,1.0,2.2,2.0,4.3,3.7,70.0%
469,SPAN127,00,스페인어문법Ⅱ(외국어강의),2023,2학기,4.1,1.0,3.0,3.3,3.6,3.9,71.4%
470,SPAN126,00,스페인어문법Ⅰ(외국어강의),2023,2학기,4.0,0.75,3.1,2.9,3.5,3.4,17.6%
471,SPAN125,00,스페인어독해(외국어강의),2023,2학기,4.4,0.75,2.7,2.9,4.3,3.5,75.0%
472,SPAN124,00,스페인어작문(외국어강의),2023,2학기,4.4,1.0,3.0,2.6,4.8,3.6,20.0%
473,SPAN123,00,스페인어회화(외국어강의)강의실: 서관 223호,2023,2학기,4.0,1.0,3.1,3.1,4.2,3.6,55.6%
474,SOCI126,02,사회학입문,2023,2학기,3.9,1.0,4.2,2.9,3.7,3.4,27.8%
475,SOCI126,01,사회학입문,2023,2학기,4.1,1.0,3.7,2.7,4.2,3.5,34.1%
476,SOCI124,00,여가와사회,2023,2학기,3.9,0.25,2.4,2.3,2.3,3.0,33.3%
477,SOCI123,00,한국현대사회의이해,2023,2학기,4.3,1.0,3.5,3.2,4.7,4.0,54.5%
479,SOCI112,00,사회문제의이해,2023,2학기,4.2,0.25,3.0,2.6,4.0,3.1,48.0%
480,SOCI111,00,현대사회와가족,2023,2학기,3.6,1.0,3.7,2.8,2.7,2.8,38.9%
481,RUSS124,00,러시아명작의이해,2023,2학기,3.8,1.0,3.4,2.6,3.8,3.6,50.0%
482,PSYC110,03,심리학의이해,2023,2학기,4.6,1.0,3.3,2.7,4.4,3.6,58.6%
483,PSYC110,02,심리학의이해,2023,2학기,4.6,1.0,2.2,2.2,4.6,3.4,63.2%
484,PSYC110,01,심리학의이해,2023,2학기,3.6,0.75,3.9,3.5,3.3,3.2,28.6%
485,POLI107,00,한국정치의이해,2023,2학기,4.0,0.5,3.3,2.7,4.0,3.7,41.4%
486,POLI105,00,현대민주주의의미래,2023,2학기,3.6,0.5,4.1,2.9,2.6,2.9,35.7%
487,PHIL149,00,비판적사고와논리,2023,2학기,3.8,1.0,3.0,2.8,3.0,3.3,33.3%
488,PHIL148,04,동양철학입문,2023,2학기,4.3,1.0,3.9,3.5,4.5,4.0,63.6%
489,PHIL147,03,서양철학입문,2023,2학기,4.3,1.0,3.8,3.4,4.5,3.8,41.7%
490,PHIL147,02,서양철학입문,2023,2학기,4.0,0.5,3.2,2.6,4.1,3.5,33.3%
491,PHIL147,01,서양철학입문,2023,2학기,3.2,0.5,2.3,2.3,1.9,2.3,15.4%
492,PHIL145,02,불교와현대사회,2023,2학기,3.6,0.5,2.4,2.2,3.0,2.8,30.0%
493,PHIL145,01,불교와현대사회,2023,2학기,4.0,1.0,3.9,3.8,3.3,3.3,30.8%
494,PHIL140,00,미학입문,2023,2학기,3.0,1.0,3.5,3.3,1.9,2.9,20.0%
495,PHIL131,00,희랍어,2023,2학기,4.4,1.0,4.6,4.0,4.3,4.2,60.9%
496,PHIL129,00,영상예술의철학적이해,2023,2학기,3.3,0.75,3.0,2.6,2.1,2.8,25.0%
497,PHIL120,00,그리스신화와비극,2023,2학기,4.0,1.0,2.7,2.9,3.9,3.4,47.6%
498,PHIL114,00,현대철학의탐구,2023,2학기,3.7,1.0,3.6,3.5,2.7,3.0,23.1%
499,PHIL109,03,철학이란무엇인가?,2023,2학기,4.1,1.0,2.7,2.6,3.1,3.2,50.0%
500,PHIL109,02,철학이란무엇인가?,2023,2학기,4.1,1.0,3.5,3.2,4.1,3.9,58.8%
501,PHIL109,01,철학이란무엇인가?,2023,2학기,3.9,0.75,3.5,3.1,3.7,2.9,41.7%
502,PHIL104,00,성과욕망의철학,2023,2학기,4.5,0.75,1.5,1.2,3.5,2.2,33.3%
503,PHIL101,00,문학과철학,2023,2학기,3.7,0.0,2.3,2.0,1.8,2.0,25.0%
505,PHEK133,03,댄스스포츠체육생활관 3층 무용실,2023,2학기,4.5,1.0,3.2,2.8,4.5,4.5,50.0%
506,PHEK133,02,댄스스포츠체육생활관 3층 무용실,2023,2학기,4.6,1.0,2.9,2.6,4.3,4.6,44.4%
507,PHEK133,01,댄스스포츠체육생활관 3층 무용실,2023,2학기,4.4,1.0,2.1,2.4,4.0,3.7,57.1%
510,PHEK131,01,캠핑과안전수업시간 16:30 ~ 18:20,2023,2학기,5.0,0.5,1.4,1.7,4.0,3.4,14.3%
511,PHEK130,02,현대인의몸과문화화정체육관 에어로빅실,2023,2학기,5.0,1.0,1.7,2.0,4.7,4.6,57.1%
512,PHEK130,01,현대인의몸과문화화정체육관 에어로빅실,2023,2학기,4.6,1.0,2.0,2.4,4.2,3.5,50.0%
515,PHEK128,01,탁구체육생활관 농구장+체육교육과 학생 수강금지,2023,2학기,4.4,1.0,1.9,1.9,4.1,4.5,50.0%
516,PHEK126,05,피트니스앤헬스화정체육관 헬스장 건장증진실,2023,2학기,4.8,0.75,2.2,2.7,4.9,4.4,77.8%
517,PHEK126,04,피트니스앤헬스체육생활관 2층 피트니스룸,2023,2학기,4.7,1.0,1.9,2.0,4.1,3.6,14.3%
518,PHEK126,03,피트니스앤헬스체육생활관 2층 피트니스룸,2023,2학기,4.1,1.0,1.4,1.9,4.1,3.6,62.5%
519,PHEK126,02,피트니스앤헬스체육생활관 2층 피트니스룸,2023,2학기,5.0,0.75,1.2,1.6,4.0,4.8,60.0%
520,PHEK126,01,피트니스앤헬스체육생활관 2층 피트니스룸,2023,2학기,5.0,1.0,1.6,1.5,5.0,4.6,75.0%
522,PHEK124,05,암벽등반화정체육관 암벽등반장,2023,2학기,4.8,1.0,1.3,1.8,4.6,4.4,33.3%
525,PHEK124,02,암벽등반화정체육관 암벽등반장,2023,2학기,5.0,1.0,2.8,3.0,4.8,4.8,40.0%
526,PHEK124,01,암벽등반화정체육관 암벽등반장,2023,2학기,4.7,0.75,2.5,2.8,4.1,4.3,46.7%
529,PHEK123,02,요가화정체육관 에어로빅실,2023,2학기,5.0,1.0,1.3,1.3,4.9,4.0,42.9%
530,PHEK123,01,요가화정체육관 에어로빅실,2023,2학기,5.0,1.0,1.2,1.4,4.8,5.0,40.0%
532,PHEK120,04,배드민턴화정체육관 보조경기장+체육교육과 학생 수강금지,2023,2학기,4.7,1.0,1.7,1.3,4.6,3.9,42.9%
535,PHEK120,01,배드민턴화정체육관 보조경기장+체육교육과 학생 수강금지,2023,2학기,4.9,0.75,1.2,1.3,4.3,4.5,63.6%
538,PHEK118,02,농구화정체육관 보조경기장+체육교육과 학생 수강금지,2023,2학기,4.9,0.75,1.9,1.4,4.3,4.4,71.4%
539,PHEK118,01,농구체육생활관 2층 농구장+체육교육과 학생 수강금지,2023,2학기,4.8,0.75,1.5,1.5,4.3,4.6,60.0%
542,PHEK114,02,빙상아이스링크장,2023,2학기,5.0,0.75,2.0,2.0,4.6,4.0,60.0%
543,PHEK114,01,빙상아이스링크장,2023,2학기,4.8,1.0,1.9,2.3,4.6,4.6,33.3%
